transaction_id,customer_id,amount,timestamp,payment_method,merchant_category,customer_avg_amount,customer_transaction_count,account_age_days,device_id,device_age_days,is_new_device,transaction_location,customer_location,transactions_last_10min,failed_attempts_last_10min,is_fraud
TX139097,C10556,3696.29,2026-08-03 14:08:29,UPI,Retail,2824.12,153,115,D20556,65,0,Ahmedabad,Ahmedabad,1,0,0
TX146562,C10930,2117.76,2026-08-03 14:10:54,Credit Card,Retail,2888.73,167,446,D20930,298,0,Kolkata,Kolkata,1,0,0
TX131943,C10555,1583.69,2026-08-03 14:11:38,Credit Card,Services,1601.43,248,1189,D20555,200,0,Pune,Pune,1,0,0
TX146524,C10767,3720.4,2026-08-03 14:13:47,UPI,Entertainment,3686.49,116,622,D20767,340,0,Delhi,Delhi,1,0,0
TX132781,C10681,635.38,2026-08-03 14:15:01,Credit Card,Food & Beverage,923.75,292,97,D20681,239,0,Delhi,Delhi,1,0,0
TX109463,C10689,1308.3,2026-08-03 14:15:11,UPI,Entertainment,1476.78,233,883,D80808,5,1,Bengaluru,Bengaluru,1,0,0
TX110501,C10163,1437.43,2026-08-03 14:15:33,UPI,Electronics,1357.95,28,48,D97178,4,1,Mumbai,Mumbai,3,0,0
TX144764,C11433,306.94,2026-08-03 14:15:35,UPI,Retail,518.83,292,600,D21433,311,0,Delhi,Delhi,1,0,0
TX148900,C10727,3597.49,2026-08-03 14:18:29,UPI,Food & Beverage,3326.56,197,994,D20727,238,0,Bengaluru,Bengaluru,2,0,0
TX137777,C10558,1967.37,2026-08-03 14:18:48,UPI,Retail,1454.94,141,99,D20558,254,0,Pune,Pune,1,0,0
TX131932,C10048,1421.9,2026-08-03 14:20:21,UPI,Retail,1253.5,243,693,D20048,233,0,Chennai,Chennai,1,0,0
TX132340,C10629,4543.69,2026-08-03 14:20:26,UPI,Food & Beverage,2636.51,112,794,D20629,241,0,Hyderabad,Hyderabad,1,0,0
TX100234,C11356,506.35,2026-08-03 14:21:27,UPI,Travel,1450.85,98,679,D21356,211,0,Pune,Pune,2,0,0
TX127121,C10880,7953.73,2026-08-03 14:23:46,UPI,Food & Beverage,5758.32,294,86,D20880,208,0,Ahmedabad,Ahmedabad,1,0,0
TX134337,C10262,2189.33,2026-08-03 14:24:02,Net Banking,Travel,3216.34,47,1128,D20262,43,0,Kolkata,Kolkata,1,0,0
TX116490,C11223,1629.94,2026-08-03 14:24:45,UPI,Retail,2198.73,266,584,D21223,115,0,Delhi,Delhi,1,0,0
TX115891,C10806,2131.66,2026-08-03 14:25:14,UPI,Travel,3012.24,98,830,D20806,302,0,Ahmedabad,Ahmedabad,1,0,0
TX125607,C10685,158372.78,2026-08-03 14:26:04,Credit Card,Travel,4002.78,117,1161,D60196,0,1,Ahmedabad,Pune,1,1,1
TX142388,C11427,14853.17,2026-08-03 14:26:04,Credit Card,Retail,9384.08,218,903,D21427,190,0,Mumbai,Mumbai,1,0,0
TX143377,C10800,8549.82,2026-08-03 14:26:07,Debit Card,Entertainment,11311.0,284,293,D57928,5,1,Hyderabad,Hyderabad,2,1,0
TX132807,C10564,3016.24,2026-08-03 14:26:24,Credit Card,Retail,3200.8,35,530,D20564,88,0,Hyderabad,Hyderabad,1,0,0
TX108582,C11052,2708.84,2026-08-03 14:26:43,Debit Card,Travel,3177.95,197,575,D21052,197,0,Mumbai,Mumbai,1,0,0
TX113801,C11459,4340.57,2026-08-03 14:30:08,UPI,Food & Beverage,4802.37,198,424,D21459,84,0,Kolkata,Kolkata,1,0,0
TX110917,C10612,585.96,2026-08-03 14:30:20,Credit Card,Services,1000.97,215,275,D20612,146,0,Ahmedabad,Ahmedabad,2,1,0
TX118852,C10010,1887.33,2026-08-03 14:34:12,UPI,Entertainment,2386.37,144,30,D20010,316,0,Bengaluru,Bengaluru,1,1,0
TX143850,C11430,312.28,2026-08-03 14:35:31,UPI,Entertainment,529.2,196,665,D21430,266,0,Bengaluru,Bengaluru,1,0,0
TX113124,C10432,3510.8,2026-08-03 14:35:41,Debit Card,Retail,4198.89,202,31,D20432,231,0,Delhi,Delhi,1,0,0
TX103200,C10229,2908.12,2026-08-03 14:36:54,Net Banking,Services,2807.43,65,735,D20229,55,0,Ahmedabad,Ahmedabad,1,0,0
TX117090,C10693,3509.39,2026-08-03 14:38:31,UPI,Electronics,4793.76,63,1045,D20693,266,0,Ahmedabad,Ahmedabad,1,0,0
TX139843,C11070,3961.64,2026-08-03 14:38:42,UPI,Travel,6434.79,90,772,D21070,294,0,Pune,Pune,1,0,0
TX115475,C10390,1605.57,2026-08-03 14:41:06,Debit Card,Services,1955.12,149,196,D20390,327,0,Hyderabad,Hyderabad,1,0,0
TX104457,C10222,2190.35,2026-08-03 14:41:36,Net Banking,Entertainment,2352.89,55,555,D20222,196,0,Hyderabad,Hyderabad,2,1,0
TX131877,C11007,5910.76,2026-08-03 14:44:27,Credit Card,Electronics,6066.97,249,340,D21007,148,0,Chennai,Chennai,1,0,0
TX127524,C10511,1165.52,2026-08-03 14:44:46,Credit Card,Retail,1050.4,130,1140,D20511,303,0,Hyderabad,Hyderabad,1,1,0
TX105353,C11457,26763.87,2026-08-03 14:45:26,UPI,Travel,15211.45,115,144,D21457,103,0,Hyderabad,Hyderabad,1,0,0
TX137271,C10213,923.27,2026-08-03 14:46:26,UPI,Food & Beverage,1780.43,135,52,D20213,305,0,Bengaluru,Bengaluru,1,0,0
TX132497,C11433,751.1,2026-08-03 14:48:02,UPI,Entertainment,518.83,292,600,D21433,276,0,Delhi,Delhi,1,0,0
TX126019,C10625,828.5,2026-08-03 14:49:00,UPI,Services,678.55,65,466,D52777,5,1,Hyderabad,Hyderabad,1,0,0
TX102449,C10397,6007.81,2026-08-03 14:49:42,UPI,Services,5036.72,271,63,D20397,279,0,Chennai,Chennai,1,0,0
TX108965,C10739,1085.37,2026-08-03 14:50:51,Net Banking,Retail,1265.9,95,1024,D20739,333,0,Kolkata,Kolkata,1,1,0
TX140401,C10442,4537.51,2026-08-03 14:50:54,Net Banking,Entertainment,5996.75,184,983,D20442,163,0,Chennai,Chennai,2,0,0
TX139603,C10567,3706.18,2026-08-03 14:52:29,UPI,Services,1310.98,77,59,D20567,360,0,Pune,Pune,1,0,0
TX146191,C10264,10020.78,2026-08-03 14:52:33,UPI,Entertainment,8606.42,146,597,D20264,113,0,Chennai,Chennai,1,0,0
TX132465,C11175,716.03,2026-08-03 14:52:40,Credit Card,Food & Beverage,867.84,254,841,D21175,297,0,Delhi,Delhi,2,0,0
TX131862,C11121,909.11,2026-08-03 14:53:10,UPI,Food & Beverage,791.6,136,376,D21121,60,0,Bengaluru,Bengaluru,2,0,0
TX139170,C10641,3851.35,2026-08-03 14:54:24,UPI,Electronics,2507.44,197,404,D20641,77,0,Delhi,Ahmedabad,2,0,0
TX136091,C10286,3371.21,2026-08-03 14:54:48,Net Banking,Services,3000.74,291,78,D20286,279,0,Bengaluru,Bengaluru,1,0,0
TX137244,C10374,1950.26,2026-08-03 14:54:51,UPI,Travel,1860.96,117,197,D42613,4,1,Mumbai,Mumbai,2,0,0
TX114999,C10170,1653.58,2026-08-03 14:56:43,UPI,Services,2935.83,158,89,D20170,144,0,Chennai,Chennai,1,1,0
TX124921,C10491,2913.68,2026-08-03 14:57:01,UPI,Services,3093.06,259,1150,D20491,349,0,Delhi,Delhi,1,0,0
TX108179,C10601,683.84,2026-08-03 14:57:02,Credit Card,Travel,909.91,281,469,D20601,132,0,Hyderabad,Hyderabad,2,0,0
TX142716,C10072,4359.1,2026-08-03 14:57:16,UPI,Services,8729.56,113,263,D20072,235,0,Chennai,Pune,1,1,0
TX127428,C11157,4994.66,2026-08-03 14:58:34,Credit Card,Travel,2918.08,44,1072,D21157,192,0,Ahmedabad,Ahmedabad,1,0,0
TX104836,C11329,3290.42,2026-08-03 15:00:17,UPI,Services,5350.08,199,892,D21329,240,0,Ahmedabad,Ahmedabad,2,0,0
TX146096,C10262,3660.76,2026-08-03 15:00:41,UPI,Retail,3216.34,47,1128,D20262,69,0,Kolkata,Kolkata,1,0,0
TX137648,C10037,1646.27,2026-08-03 15:01:13,Credit Card,Travel,852.61,188,873,D20037,80,0,Mumbai,Mumbai,1,0,0
TX143059,C11003,2194.21,2026-08-03 15:01:41,Credit Card,Food & Beverage,4792.05,87,723,D21003,42,0,Bengaluru,Bengaluru,3,0,0
TX113301,C10162,1896.61,2026-08-03 15:03:05,UPI,Retail,1924.39,176,100,D20162,106,0,Kolkata,Kolkata,1,0,0
TX105147,C10090,1679.12,2026-08-03 15:03:16,Debit Card,Services,1898.93,232,575,D20090,301,0,Delhi,Delhi,1,0,0
TX124764,C11373,6293.49,2026-08-03 15:06:54,UPI,Entertainment,4636.89,229,615,D21373,108,0,Mumbai,Mumbai,2,0,0
TX112211,C10364,7229.57,2026-08-03 15:07:25,UPI,Food & Beverage,4018.98,21,225,D20364,37,0,Hyderabad,Hyderabad,2,0,0
TX145374,C10229,3787.91,2026-08-03 15:08:15,UPI,Food & Beverage,2807.43,65,735,D20229,210,0,Ahmedabad,Ahmedabad,1,0,0
TX146603,C10293,367.9,2026-08-03 15:08:30,UPI,Entertainment,569.88,136,1139,D20293,257,0,Delhi,Delhi,1,0,0
TX114048,C10303,1396.58,2026-08-03 15:08:41,Credit Card,Services,1263.15,260,673,D20303,65,0,Kolkata,Kolkata,1,0,0
TX124761,C10826,3307.42,2026-08-03 15:09:39,Credit Card,Electronics,2418.78,227,292,D20826,248,0,Delhi,Delhi,1,0,0
TX134521,C11224,1675.13,2026-08-03 15:11:51,UPI,Retail,1419.59,105,837,D21224,114,0,Delhi,Delhi,1,0,0
TX100709,C10845,1814.12,2026-08-03 15:12:14,UPI,Retail,1389.94,170,648,D20845,322,0,Ahmedabad,Ahmedabad,1,0,0
TX102489,C10448,2672.95,2026-08-03 15:13:20,Debit Card,Retail,1879.1,280,501,D20448,117,0,Mumbai,Mumbai,1,0,0
TX129917,C10408,652.61,2026-08-03 15:14:40,UPI,Travel,515.29,260,923,D20408,139,0,Delhi,Delhi,2,0,0
TX140721,C11372,7695.92,2026-08-03 15:14:40,UPI,Entertainment,6693.28,214,900,D21372,289,0,Kolkata,Kolkata,1,0,0
TX143385,C10679,2944.45,2026-08-03 15:14:45,UPI,Entertainment,2862.55,244,543,D20679,295,0,Delhi,Delhi,2,0,0
TX112362,C10520,541.65,2026-08-03 15:15:40,Debit Card,Services,981.71,190,251,D20520,218,0,Bengaluru,Bengaluru,1,0,0
TX138915,C11066,3587.1,2026-08-03 15:16:04,UPI,Retail,2963.57,250,572,D21066,113,0,Chennai,Chennai,1,0,0
TX111895,C11200,7126.41,2026-08-03 15:17:13,Net Banking,Services,3751.33,58,914,D21200,297,0,Pune,Pune,2,0,0
TX101162,C10418,4560.03,2026-08-03 15:17:16,UPI,Services,6902.0,54,835,D20418,107,0,Chennai,Ahmedabad,1,0,0
TX144278,C11162,3296.43,2026-08-03 15:17:48,Debit Card,Retail,4339.64,121,1078,D21162,73,0,Bengaluru,Bengaluru,1,0,0
TX115576,C10010,1914.91,2026-08-03 15:18:02,UPI,Travel,2386.37,144,30,D20010,263,0,Bengaluru,Bengaluru,1,0,0
TX136133,C10346,6482.32,2026-08-03 15:18:32,UPI,Entertainment,3507.98,182,931,D20346,55,0,Hyderabad,Hyderabad,1,0,0
TX120303,C10927,1906.55,2026-08-03 15:18:35,Credit Card,Entertainment,2039.01,224,983,D20927,54,0,Delhi,Delhi,1,1,0
TX107969,C10645,4213.2,2026-08-03 15:19:22,Debit Card,Travel,2438.89,242,563,D20645,332,0,Ahmedabad,Ahmedabad,1,0,0
TX124422,C10766,963.58,2026-08-03 15:19:26,UPI,Travel,1110.85,110,937,D20766,53,0,Hyderabad,Hyderabad,1,0,0
TX129218,C10133,1023.11,2026-08-03 15:20:46,UPI,Services,1153.69,21,508,D20133,192,0,Ahmedabad,Ahmedabad,2,0,0
TX119321,C10977,8373.83,2026-08-03 15:20:47,UPI,Electronics,6337.45,190,184,D20977,53,0,Pune,Pune,1,0,0
TX120537,C10519,1539.69,2026-08-03 15:21:07,UPI,Retail,1640.08,188,1045,D20519,131,0,Bengaluru,Bengaluru,1,0,0
TX127912,C10691,3758.11,2026-08-03 15:21:31,UPI,Services,3371.22,75,946,D20691,355,0,Hyderabad,Hyderabad,1,0,0
TX142551,C10021,7317.81,2026-08-03 15:22:12,UPI,Retail,10245.84,222,729,D20021,181,0,Delhi,Delhi,1,0,0
TX131194,C11086,6069.29,2026-08-03 15:22:20,Credit Card,Travel,7596.16,219,509,D21086,235,0,Mumbai,Mumbai,3,0,0
TX145769,C11414,3363.07,2026-08-03 15:22:37,UPI,Entertainment,2242.53,202,159,D21414,307,0,Mumbai,Mumbai,1,0,0
TX133994,C10990,5746.25,2026-08-03 15:23:14,UPI,Entertainment,3657.68,152,549,D20990,116,0,Kolkata,Kolkata,1,1,0
TX143336,C10597,871.75,2026-08-03 15:23:34,Debit Card,Retail,882.92,124,1137,D20597,235,0,Ahmedabad,Ahmedabad,1,1,0
TX125360,C10808,602.2,2026-08-03 15:25:17,Net Banking,Entertainment,648.02,77,997,D20808,31,0,Kolkata,Kolkata,1,0,0
TX115344,C11050,2225.08,2026-08-03 15:26:08,Net Banking,Services,2161.35,78,872,D32980,6,1,Ahmedabad,Ahmedabad,1,0,0
TX103633,C10288,2893.82,2026-08-03 15:27:24,UPI,Electronics,3126.83,209,32,D20288,320,0,Pune,Pune,3,0,0
TX139053,C10594,2148.53,2026-08-03 15:27:44,Debit Card,Entertainment,2148.12,64,921,D20594,191,0,Ahmedabad,Ahmedabad,1,0,0
TX145845,C10723,1953.52,2026-08-03 15:29:16,UPI,Services,2338.5,270,365,D20723,213,0,Mumbai,Mumbai,1,0,0
TX122612,C11225,1277.01,2026-08-03 15:29:21,UPI,Services,619.28,187,911,D21225,114,0,Mumbai,Mumbai,1,1,0
TX136930,C10952,1622.79,2026-08-03 15:30:09,UPI,Entertainment,1380.02,244,1046,D20952,272,0,Pune,Pune,1,0,0
TX131663,C11461,3115.71,2026-08-03 15:30:22,Credit Card,Entertainment,3397.94,147,139,D21461,174,0,Pune,Pune,2,0,0
TX115202,C10514,6990.71,2026-08-03 15:31:49,UPI,Retail,6490.07,117,966,D20514,246,0,Bengaluru,Bengaluru,1,0,0
TX134101,C10191,1700.05,2026-08-03 15:31:51,Credit Card,Electronics,2107.5,15,485,D20191,30,0,Delhi,Delhi,1,1,0
TX105607,C11104,466.6,2026-08-03 15:32:54,UPI,Electronics,735.78,239,29,D21104,97,0,Ahmedabad,Ahmedabad,1,0,0
TX109120,C10709,11893.93,2026-08-03 15:33:25,UPI,Food & Beverage,12547.02,126,936,D20709,162,0,Ahmedabad,Ahmedabad,1,0,0
TX146258,C10417,3160.29,2026-08-03 15:34:26,UPI,Services,3391.81,197,16,D58383,6,1,Pune,Pune,1,1,0
TX144418,C10149,3960.44,2026-08-03 15:35:04,Credit Card,Electronics,788.56,34,957,D97006,0,1,Mumbai,Chennai,3,3,1
TX148448,C10848,1039.04,2026-08-03 15:35:04,UPI,Services,750.73,152,50,D20848,114,0,Chennai,Chennai,3,0,0
TX135863,C10498,3409.03,2026-08-03 15:35:11,Debit Card,Food & Beverage,3262.82,23,343,D20498,159,0,Ahmedabad,Ahmedabad,1,0,0
TX100888,C11231,3045.85,2026-08-03 15:35:23,UPI,Electronics,3864.96,172,360,D21231,210,0,Kolkata,Kolkata,1,0,0
TX135783,C10829,2959.87,2026-08-03 15:36:31,UPI,Travel,2429.01,186,662,D20829,107,0,Ahmedabad,Ahmedabad,1,0,0
TX107223,C10835,1943.93,2026-08-03 15:37:03,Net Banking,Services,3379.68,286,828,D20835,215,0,Delhi,Delhi,1,1,0
TX123251,C10105,4788.23,2026-08-03 15:38:39,UPI,Retail,5688.05,63,1012,D20105,322,0,Hyderabad,Hyderabad,1,0,0
TX141401,C10655,553.65,2026-08-03 15:41:17,UPI,Entertainment,647.04,209,96,D20655,51,0,Pune,Pune,1,0,0
TX115751,C10112,2946.87,2026-08-03 15:43:01,UPI,Entertainment,2026.59,284,1091,D20112,283,0,Bengaluru,Bengaluru,1,0,0
TX127902,C10809,5951.27,2026-08-03 15:43:22,Net Banking,Retail,6236.98,134,1160,D20809,204,0,Kolkata,Kolkata,1,0,0
TX139022,C11031,570.96,2026-08-03 15:43:41,UPI,Electronics,785.31,103,727,D53617,7,1,Delhi,Delhi,1,0,0
TX115824,C11356,1431.29,2026-08-03 15:43:45,UPI,Entertainment,1450.85,98,679,D21356,123,0,Pune,Pune,1,0,0
TX140350,C10070,7447.2,2026-08-03 15:43:58,UPI,Entertainment,6320.59,63,1153,D20070,52,0,Bengaluru,Bengaluru,3,0,0
TX129992,C10532,1814.29,2026-08-03 15:44:55,Net Banking,Electronics,1228.8,151,1086,D20532,160,0,Kolkata,Kolkata,2,0,0
TX134905,C10638,4525.6,2026-08-03 15:46:18,Credit Card,Entertainment,4784.97,74,1046,D20638,271,0,Bengaluru,Bengaluru,2,0,0
TX107718,C10462,7580.33,2026-08-03 15:46:49,Credit Card,Food & Beverage,4648.84,50,410,D20462,353,0,Pune,Pune,2,0,0
TX105480,C11022,2790.2,2026-08-03 15:47:15,UPI,Entertainment,2572.82,146,430,D21022,86,0,Delhi,Delhi,1,0,0
TX142998,C10177,1639.88,2026-08-03 15:48:54,UPI,Food & Beverage,1474.62,173,99,D20177,166,0,Kolkata,Kolkata,1,1,0
TX139508,C10654,866.3,2026-08-03 15:50:11,Debit Card,Retail,835.12,96,110,D20654,66,0,Chennai,Mumbai,1,1,0
TX118994,C10708,4875.03,2026-08-03 15:50:28,UPI,Travel,4066.42,85,551,D20708,270,0,Hyderabad,Hyderabad,1,0,0
TX129821,C11029,7134.38,2026-08-03 15:50:56,Credit Card,Food & Beverage,9793.1,138,610,D21029,230,0,Hyderabad,Hyderabad,1,0,0
TX149858,C11421,5005.17,2026-08-03 15:51:33,Credit Card,Entertainment,4992.22,246,377,D21421,294,0,Hyderabad,Hyderabad,1,0,0
TX119174,C11464,4314.05,2026-08-03 15:52:02,Net Banking,Entertainment,4004.73,138,916,D21464,329,0,Kolkata,Kolkata,1,0,0
TX121624,C10283,2002.05,2026-08-03 15:53:20,Credit Card,Services,2828.68,166,56,D20283,153,0,Hyderabad,Hyderabad,1,0,0
TX124484,C10000,1520.8,2026-08-03 15:54:05,Debit Card,Travel,1907.8,280,1140,D20000,328,0,Mumbai,Mumbai,1,1,0
TX136535,C10749,2890.89,2026-08-03 15:54:32,Credit Card,Electronics,1745.54,286,541,D20749,135,0,Ahmedabad,Ahmedabad,1,1,0
TX147560,C11008,6004.8,2026-08-03 15:55:45,UPI,Food & Beverage,5227.18,20,872,D21008,263,0,Mumbai,Mumbai,1,0,0
TX132511,C10845,1080.02,2026-08-03 15:56:00,Credit Card,Travel,1389.94,170,648,D20845,350,0,Ahmedabad,Ahmedabad,1,0,0
TX148396,C11375,2645.66,2026-08-03 15:58:28,Credit Card,Electronics,2192.86,171,552,D21375,251,0,Delhi,Delhi,1,0,0
TX118829,C11478,1658.13,2026-08-03 16:00:35,UPI,Entertainment,1752.55,98,21,D21478,203,0,Mumbai,Mumbai,2,1,0
TX143285,C11240,3720.29,2026-08-03 16:01:22,Debit Card,Entertainment,4461.56,83,582,D21240,186,0,Kolkata,Kolkata,1,0,0
TX123186,C10293,636.59,2026-08-03 16:02:12,Credit Card,Services,569.88,136,1139,D20293,52,0,Delhi,Delhi,1,0,0
TX129841,C11246,369.09,2026-08-03 16:03:39,UPI,Services,664.47,198,923,D21246,198,0,Bengaluru,Bengaluru,1,0,0
TX113504,C10061,1195.0,2026-08-03 16:04:26,UPI,Entertainment,1683.39,156,1181,D20061,150,0,Chennai,Chennai,1,1,0
TX108600,C11306,2090.75,2026-08-03 16:04:34,UPI,Travel,1873.71,196,1109,D21306,30,0,Ahmedabad,Ahmedabad,1,0,0
TX135343,C11329,4881.95,2026-08-03 16:04:36,Net Banking,Food & Beverage,5350.08,199,892,D21329,126,0,Ahmedabad,Ahmedabad,2,0,0
TX107771,C10456,722.78,2026-08-03 16:05:21,UPI,Electronics,1171.4,223,1023,D20456,76,0,Delhi,Delhi,1,0,0
TX129116,C10346,5753.27,2026-08-03 16:06:35,UPI,Travel,3507.98,182,931,D20346,71,0,Hyderabad,Hyderabad,1,0,0
TX135206,C11440,1724.91,2026-08-03 16:06:41,UPI,Retail,1484.45,279,979,D21440,257,0,Bengaluru,Bengaluru,1,0,0
TX104981,C10178,1725.65,2026-08-03 16:07:04,Credit Card,Food & Beverage,1974.38,187,549,D20178,317,0,Pune,Pune,3,1,0
TX133038,C10800,17211.73,2026-08-03 16:07:18,UPI,Services,11311.0,284,293,D20800,90,0,Hyderabad,Hyderabad,1,0,0
TX136025,C10779,2075.67,2026-08-03 16:07:47,Debit Card,Travel,1340.49,165,199,D66994,1,1,Delhi,Chennai,12,6,1
TX110185,C10006,4899.86,2026-08-03 16:08:33,Net Banking,Food & Beverage,2196.61,58,484,D20006,322,0,Mumbai,Mumbai,1,0,0
TX117343,C11416,14529.06,2026-08-03 16:10:00,UPI,Food & Beverage,14416.9,12,85,D21416,279,0,Pune,Pune,1,0,0
TX110724,C10536,4327.79,2026-08-03 16:10:37,UPI,Retail,5075.09,86,1192,D20536,309,0,Hyderabad,Hyderabad,1,0,0
TX117445,C11460,1492.01,2026-08-03 16:11:59,UPI,Travel,1525.1,190,297,D21460,203,0,Pune,Pune,1,1,0
TX122051,C11192,10261.46,2026-08-03 16:12:00,UPI,Entertainment,12503.77,91,843,D21192,215,0,Mumbai,Mumbai,1,0,0
TX118576,C10923,1728.4,2026-08-03 16:12:39,Debit Card,Electronics,1568.16,154,384,D20923,314,0,Mumbai,Mumbai,1,0,0
TX129708,C10961,5914.22,2026-08-03 16:13:17,UPI,Food & Beverage,6615.2,109,630,D20961,67,0,Ahmedabad,Ahmedabad,1,1,0
TX123260,C10863,6201.09,2026-08-03 16:14:04,Credit Card,Services,6346.55,50,1096,D20863,351,0,Kolkata,Kolkata,1,0,0
TX115832,C10428,1982.06,2026-08-03 16:15:11,UPI,Entertainment,1755.07,69,344,D20428,201,0,Bengaluru,Bengaluru,1,0,0
TX140302,C10388,5481.36,2026-08-03 16:15:29,Debit Card,Entertainment,4271.63,162,441,D20388,35,0,Bengaluru,Bengaluru,1,0,0
TX136290,C10758,1298.25,2026-08-03 16:15:31,UPI,Electronics,1153.01,277,17,D20758,360,0,Delhi,Pune,1,0,0
TX134468,C11122,1543.08,2026-08-03 16:17:20,Credit Card,Entertainment,1398.1,102,388,D21122,210,0,Delhi,Delhi,1,0,0
TX125674,C11053,2449.94,2026-08-03 16:18:19,UPI,Travel,1849.08,147,689,D21053,296,0,Mumbai,Mumbai,1,0,0
TX122900,C10282,1674.08,2026-08-03 16:18:38,UPI,Entertainment,3278.7,24,1190,D20282,285,0,Chennai,Chennai,1,0,0
TX136065,C11438,664.2,2026-08-03 16:20:23,UPI,Services,800.66,293,639,D21438,164,0,Mumbai,Mumbai,1,0,0
TX115735,C11391,2234.85,2026-08-03 16:21:01,UPI,Services,1710.89,258,535,D21391,283,0,Hyderabad,Hyderabad,1,0,0
TX111555,C11233,741.11,2026-08-03 16:21:04,Credit Card,Food & Beverage,918.06,196,926,D63314,6,1,Ahmedabad,Ahmedabad,1,0,0
TX127846,C11020,2993.46,2026-08-03 16:22:13,UPI,Food & Beverage,2338.77,90,196,D21020,31,0,Mumbai,Mumbai,2,0,0
TX134914,C10132,1574.13,2026-08-03 16:22:32,UPI,Retail,912.62,188,1076,D20132,169,0,Mumbai,Mumbai,1,0,0
TX121972,C10681,695.52,2026-08-03 16:23:44,UPI,Electronics,923.75,292,97,D20681,318,0,Delhi,Delhi,2,0,0
TX112840,C10668,1208.32,2026-08-03 16:24:07,Net Banking,Food & Beverage,2496.69,169,360,D20668,34,0,Ahmedabad,Ahmedabad,2,0,0
TX118353,C11205,733.31,2026-08-03 16:24:44,UPI,Electronics,1058.56,274,904,D21205,305,0,Mumbai,Mumbai,1,0,0
TX126763,C10801,628.41,2026-08-03 16:24:58,Credit Card,Travel,554.51,215,1096,D43088,8,1,Bengaluru,Bengaluru,1,0,0
TX103143,C10140,17218.45,2026-08-03 16:25:37,UPI,Retail,14471.01,45,987,D20140,141,0,Pune,Pune,1,0,0
TX126533,C10473,1471.75,2026-08-03 16:26:44,Net Banking,Electronics,1744.05,260,392,D20473,237,0,Ahmedabad,Ahmedabad,3,0,0
TX118290,C10436,5136.69,2026-08-03 16:26:55,UPI,Travel,4759.72,16,38,D20436,137,0,Pune,Pune,1,0,0
TX101135,C11430,817.68,2026-08-03 16:27:44,Credit Card,Services,529.2,196,665,D21430,317,0,Bengaluru,Bengaluru,1,0,0
TX126243,C11128,970.57,2026-08-03 16:28:21,Net Banking,Food & Beverage,1356.56,78,308,D21128,260,0,Mumbai,Mumbai,1,0,0
TX112309,C10719,1573.34,2026-08-03 16:28:34,UPI,Travel,1721.7,116,263,D20719,48,0,Pune,Pune,1,0,0
TX136060,C11161,770.45,2026-08-03 16:29:04,UPI,Retail,1024.37,174,662,D31393,1,1,Pune,Pune,1,0,0
TX109753,C10803,1085.82,2026-08-03 16:29:07,Credit Card,Electronics,1491.86,129,943,D82899,2,1,Hyderabad,Hyderabad,1,0,0
TX105922,C10710,6685.46,2026-08-03 16:29:56,Net Banking,Travel,5731.15,28,441,D20710,283,0,Mumbai,Mumbai,1,0,0
TX138174,C11201,685.78,2026-08-03 16:31:51,UPI,Food & Beverage,515.98,133,326,D21201,337,0,Mumbai,Mumbai,1,0,0
TX108894,C11043,1149.86,2026-08-03 16:33:44,UPI,Electronics,1186.21,50,1180,D21043,237,0,Hyderabad,Ahmedabad,1,0,0
TX116562,C11401,2323.47,2026-08-03 16:36:08,UPI,Services,1289.48,289,180,D21401,279,0,Ahmedabad,Ahmedabad,1,0,0
TX108698,C10934,8591.52,2026-08-03 16:36:43,UPI,Food & Beverage,5668.36,63,669,D20934,61,0,Ahmedabad,Ahmedabad,1,0,0
TX116595,C11390,1171.64,2026-08-03 16:40:14,Debit Card,Electronics,1027.42,251,155,D21390,255,0,Mumbai,Mumbai,1,0,0
TX126826,C11148,4512.35,2026-08-03 16:42:41,Net Banking,Entertainment,3773.89,118,312,D21148,300,0,Ahmedabad,Ahmedabad,1,0,0
TX124305,C10206,11239.41,2026-08-03 16:42:54,UPI,Food & Beverage,12306.29,107,807,D20206,265,0,Ahmedabad,Ahmedabad,1,0,0
TX110746,C10427,720.07,2026-08-03 16:43:34,UPI,Travel,839.44,83,1003,D20427,146,0,Ahmedabad,Ahmedabad,1,0,0
TX146209,C10778,5720.86,2026-08-03 16:43:36,UPI,Electronics,5785.13,295,995,D20778,36,0,Mumbai,Mumbai,1,0,0
TX146907,C10802,5938.79,2026-08-03 16:44:04,UPI,Travel,2957.39,133,642,D20802,62,0,Hyderabad,Hyderabad,1,0,0
TX145587,C11128,1220.22,2026-08-03 16:45:53,Credit Card,Travel,1356.56,78,308,D21128,83,0,Mumbai,Mumbai,1,0,0
TX128334,C10837,591.92,2026-08-03 16:46:03,UPI,Services,590.35,201,788,D20837,74,0,Ahmedabad,Ahmedabad,1,0,0
TX115283,C10679,2507.3,2026-08-03 16:46:48,UPI,Travel,2862.55,244,543,D20679,248,0,Delhi,Delhi,1,0,0
TX112032,C10222,2228.42,2026-08-03 16:46:51,Net Banking,Services,2352.89,55,555,D20222,166,0,Hyderabad,Hyderabad,1,0,0
TX146974,C11141,1563.68,2026-08-03 16:48:12,UPI,Retail,2131.03,72,521,D21141,305,0,Delhi,Delhi,1,0,0
TX121332,C10538,1420.88,2026-08-03 16:48:24,Credit Card,Retail,1688.18,111,28,D20538,188,0,Bengaluru,Bengaluru,1,0,0
