transaction_id,customer_id,amount,timestamp,customer_avg_amount,customer_transaction_count,account_age_days,device_id,device_age_days,is_new_device,transaction_location,customer_location,transactions_last_10min,failed_attempts_last_10min,is_fraud,amount_ratio,location_mismatch,high_velocity,high_failed_attempts,new_account,payment_method,merchant_category,pay_Credit Card,pay_Debit Card,pay_Net Banking,pay_UPI,cat_Electronics,cat_Entertainment,cat_Food & Beverage,cat_Retail,cat_Services,cat_Travel
TX100007,C10132,901.51,2026-08-05 04:56:33,912.62,188,1076,D20132,192,0,Mumbai,Mumbai,1,0,0,0.9878262584646402,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX112724,C10694,5354.73,2026-08-05 04:57:30,4608.12,23,1053,D20694,73,0,Mumbai,Mumbai,1,0,0,1.1620205202989504,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX132341,C11125,4984.94,2026-08-05 04:59:27,4120.61,177,48,D21125,323,0,Mumbai,Mumbai,1,0,0,1.2097577785813265,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX133963,C11294,3117.62,2026-08-05 05:00:19,4560.22,47,453,D21294,199,0,Pune,Pune,1,0,0,0.6836556131063851,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX107620,C11282,8469.69,2026-08-05 05:01:17,6499.87,287,40,D21282,349,0,Hyderabad,Hyderabad,1,0,0,1.3030552918750684,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX100641,C11248,10252.82,2026-08-05 05:01:59,9026.05,286,949,D21248,109,0,Hyderabad,Hyderabad,1,0,0,1.1359143811523313,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX115966,C10392,2999.95,2026-08-05 05:03:44,3164.23,20,1095,D20392,349,0,Pune,Pune,1,0,0,0.9480821558483422,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX122314,C11164,3040.18,2026-08-05 05:04:14,4305.42,143,629,D21164,335,0,Chennai,Chennai,1,0,0,0.7061285542409335,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX106358,C10666,16935.57,2026-08-05 05:05:48,10872.23,158,661,D20666,351,0,Kolkata,Chennai,1,0,0,1.557690556583148,1,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX117464,C11267,3646.68,2026-08-05 05:05:49,3423.59,128,834,D21267,104,0,Ahmedabad,Ahmedabad,2,0,0,1.0651625924833288,0,0,0,0,Debit Card,Food & Beverage,0,1,0,0,0,0,1,0,0,0
TX101516,C11217,2052.23,2026-08-05 05:05:50,1419.83,175,70,D21217,108,0,Delhi,Delhi,3,0,0,1.4454054358620398,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX138839,C11198,3753.17,2026-08-05 05:06:15,3707.71,116,105,D21198,320,0,Kolkata,Kolkata,1,1,0,1.012260937344075,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX143853,C10343,2114.69,2026-08-05 05:06:49,2564.27,85,351,D20343,230,0,Kolkata,Kolkata,1,0,0,0.8246752487062595,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX106622,C10458,15931.77,2026-08-05 05:06:51,12972.12,218,81,D20458,222,0,Pune,Pune,1,0,0,1.2281546886707801,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX126494,C11337,4027.73,2026-08-05 05:07:08,3904.27,37,1152,D21337,207,0,Ahmedabad,Ahmedabad,1,0,0,1.0316217884521306,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX127828,C11027,715.61,2026-08-05 05:07:26,1346.32,150,19,D21027,178,0,Bengaluru,Bengaluru,1,0,0,0.5315303939628023,0,0,0,1,Debit Card,Electronics,0,1,0,0,1,0,0,0,0,0
TX111209,C10379,9623.42,2026-08-05 05:09:33,7014.08,117,903,D20379,48,0,Pune,Pune,1,0,0,1.3720145763949085,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX141813,C10738,5606.23,2026-08-05 05:09:58,4374.65,170,638,D20738,92,0,Pune,Pune,2,1,0,1.2815265221217698,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX104087,C11040,1859.22,2026-08-05 05:12:20,2186.9,163,561,D21040,261,0,Chennai,Chennai,1,0,0,0.8501623302391513,0,0,0,0,Debit Card,Travel,0,1,0,0,0,0,0,0,0,1
TX127509,C11386,1905.59,2026-08-05 05:12:36,2343.7,254,1025,D21386,68,0,Hyderabad,Hyderabad,2,0,0,0.8130690788070146,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX139801,C10656,3585.48,2026-08-05 05:12:40,4279.76,118,417,D67886,5,1,Ahmedabad,Ahmedabad,1,1,0,0.837775950053274,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX134579,C10259,521.69,2026-08-05 05:12:41,696.42,181,907,D20259,41,0,Chennai,Chennai,3,0,0,0.7491025530570634,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX125027,C10740,3217.22,2026-08-05 05:14:28,2863.07,161,582,D20740,191,0,Kolkata,Kolkata,2,0,0,1.1236958928702405,0,0,0,0,Debit Card,Retail,0,1,0,0,0,0,0,1,0,0
TX110285,C10862,1826.27,2026-08-05 05:14:48,2274.04,297,204,D20862,172,0,Hyderabad,Hyderabad,1,0,0,0.8030949323670648,0,0,0,0,Net Banking,Entertainment,0,0,1,0,0,1,0,0,0,0
TX108005,C10848,743.68,2026-08-05 05:14:54,750.73,152,50,D20848,256,0,Chennai,Chennai,1,0,0,0.9906091404366416,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX101505,C11198,5388.21,2026-08-05 05:15:33,3707.71,116,105,D76482,4,1,Kolkata,Kolkata,2,0,0,1.4532447251807719,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX144821,C11017,7946.9,2026-08-05 05:15:43,9666.24,256,529,D21017,163,0,Delhi,Delhi,1,0,0,0.8221293905386169,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX124313,C11467,1559.79,2026-08-05 05:16:23,1544.71,190,627,D21467,266,0,Ahmedabad,Ahmedabad,1,0,0,1.0097623502146034,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX115157,C10650,6966.18,2026-08-05 05:18:46,8491.48,241,798,D20650,260,0,Bengaluru,Bengaluru,1,1,0,0.8203728914158663,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX149954,C10715,3472.98,2026-08-05 05:19:09,2140.64,269,669,D20715,108,0,Bengaluru,Ahmedabad,1,0,0,1.6224026459376637,1,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX122253,C10228,2943.33,2026-08-05 05:19:41,4638.07,262,728,D20228,101,0,Bengaluru,Bengaluru,1,0,0,0.634602323811413,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX142993,C10039,2989.75,2026-08-05 05:19:54,2631.31,231,494,D75017,2,1,Mumbai,Mumbai,1,0,0,1.1362211217986478,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX147734,C10548,3191.92,2026-08-05 05:20:08,3103.73,237,792,D20548,297,0,Bengaluru,Bengaluru,3,0,0,1.0284141983999897,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX128558,C11113,3393.62,2026-08-05 05:22:24,6936.59,257,877,D21113,202,0,Bengaluru,Bengaluru,1,0,0,0.4892346239290487,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX108364,C10160,1106.94,2026-08-05 05:23:09,1310.25,226,1165,D20160,84,0,Mumbai,Mumbai,1,0,0,0.8448311390955925,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX124722,C10842,11841.38,2026-08-05 05:23:23,9739.5,17,1186,D20842,206,0,Kolkata,Kolkata,1,0,0,1.2158098465013603,0,0,0,0,Debit Card,Entertainment,0,1,0,0,0,1,0,0,0,0
TX144135,C10731,1511.93,2026-08-05 05:23:26,1436.49,237,605,D20731,91,0,Hyderabad,Hyderabad,1,0,0,1.0525168988297866,0,0,0,0,Net Banking,Travel,0,0,1,0,0,0,0,0,0,1
TX132605,C10885,649.9,2026-08-05 05:23:52,1149.34,30,309,D20885,247,0,Delhi,Delhi,1,0,0,0.5654549567577914,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX109322,C11212,11343.34,2026-08-05 05:25:03,6430.95,231,725,D21212,189,0,Mumbai,Mumbai,2,0,0,1.763866924793382,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX116887,C10042,5929.27,2026-08-05 05:25:04,6872.51,179,566,D20042,59,0,Chennai,Chennai,1,0,0,0.8627517457231784,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX115497,C10538,1940.38,2026-08-05 05:25:59,1688.18,111,28,D20538,64,0,Bengaluru,Bengaluru,1,0,0,1.1493916525488987,0,0,0,1,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX109760,C10215,2304.87,2026-08-05 05:26:32,2349.22,104,909,D20215,133,0,Hyderabad,Hyderabad,1,0,0,0.9811213934837947,0,0,0,0,Debit Card,Travel,0,1,0,0,0,0,0,0,0,1
TX131057,C10451,5883.19,2026-08-05 05:27:39,4921.08,183,208,D20451,97,0,Hyderabad,Hyderabad,1,0,0,1.1955078966405748,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX148882,C10895,5132.4,2026-08-05 05:28:38,3925.4,55,1027,D20895,250,0,Pune,Pune,1,0,0,1.3074845875579557,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX111795,C10862,3978.84,2026-08-05 05:29:18,2274.04,297,204,D20862,189,0,Hyderabad,Hyderabad,1,0,0,1.7496789854180226,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX117840,C10520,888.05,2026-08-05 05:29:40,981.71,190,251,D20520,53,0,Bengaluru,Bengaluru,2,0,0,0.9045950433427387,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX107945,C10158,1081.04,2026-08-05 05:31:26,975.6,38,1198,D20158,336,0,Bengaluru,Bengaluru,1,0,0,1.1080770807708076,0,0,0,0,Net Banking,Entertainment,0,0,1,0,0,1,0,0,0,0
TX136792,C11251,3270.91,2026-08-05 05:32:18,3243.64,152,625,D21251,177,0,Pune,Pune,1,0,0,1.0084072215165678,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX141322,C11266,998.58,2026-08-05 05:32:47,1171.51,243,474,D21266,205,0,Chennai,Chennai,1,0,0,0.8523870901656836,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX149764,C10078,2381.57,2026-08-05 05:33:21,1604.77,185,469,D32670,8,1,Ahmedabad,Ahmedabad,1,0,0,1.4840569053509227,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX139186,C10353,1562.24,2026-08-05 05:34:03,2015.77,161,767,D20353,139,0,Delhi,Delhi,2,0,0,0.7750090536122672,0,0,0,0,Debit Card,Electronics,0,1,0,0,1,0,0,0,0,0
TX143857,C10661,3947.94,2026-08-05 05:34:46,3739.1,17,147,D20661,163,0,Hyderabad,Hyderabad,1,0,0,1.0558530127570807,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX141335,C10607,2582.48,2026-08-05 05:35:52,3008.11,253,499,D20607,151,0,Ahmedabad,Ahmedabad,2,0,0,0.8585058392146564,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX134310,C10556,1775.5,2026-08-05 05:37:58,2824.12,153,115,D20556,183,0,Ahmedabad,Ahmedabad,3,0,0,0.6286914153789499,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX131779,C11488,14038.04,2026-08-05 05:38:01,7976.45,159,45,D21488,297,0,Bengaluru,Bengaluru,3,0,0,1.7599358110437602,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX118617,C10223,1224.9,2026-08-05 05:40:56,913.47,227,1106,D20223,326,0,Chennai,Chennai,1,0,0,1.3409307366415975,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX131730,C11384,3544.97,2026-08-05 05:41:29,6014.83,23,81,D21384,302,0,Mumbai,Mumbai,1,0,0,0.589371603187455,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX147208,C10394,1133.64,2026-08-05 05:41:48,701.58,81,894,D20394,143,0,Ahmedabad,Ahmedabad,2,0,0,1.6158385358761653,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX137431,C11116,871.75,2026-08-05 05:45:32,1375.48,173,92,D21116,183,0,Delhi,Delhi,1,0,0,0.6337787535987437,0,0,0,0,Debit Card,Electronics,0,1,0,0,1,0,0,0,0,0
TX131942,C10680,3006.63,2026-08-05 05:45:44,2826.69,278,779,D20680,137,0,Chennai,Chennai,1,0,0,1.063657493393333,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX117646,C10878,1407.22,2026-08-05 05:46:50,1888.0,133,1068,D20878,353,0,Ahmedabad,Ahmedabad,1,0,0,0.7453495762711865,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX125642,C11083,1766.37,2026-08-05 05:47:47,1013.34,160,1055,D21083,101,0,Mumbai,Mumbai,1,0,0,1.7431168215998578,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX119479,C10503,5474.66,2026-08-05 05:48:11,1622.54,37,75,D42374,0,1,Chennai,Kolkata,5,3,1,3.3741294513540496,1,0,1,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX122994,C10517,664.51,2026-08-05 05:49:28,620.42,128,1068,D20517,261,0,Chennai,Chennai,1,0,0,1.0710647625801877,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX119090,C11332,6888.09,2026-08-05 05:50:01,8441.35,111,502,D21332,336,0,Hyderabad,Hyderabad,1,0,0,0.815993887233677,0,0,0,0,Credit Card,Electronics,1,0,0,0,1,0,0,0,0,0
TX127309,C11347,1738.97,2026-08-05 05:52:09,1753.03,246,546,D21347,39,0,Kolkata,Kolkata,2,0,0,0.9919796010336389,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX103254,C10771,3010.7,2026-08-05 05:53:57,3520.87,269,933,D20771,118,0,Mumbai,Mumbai,1,0,0,0.8551011539761479,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX111085,C10268,2899.36,2026-08-05 05:55:00,1118.88,87,583,D20268,108,0,Ahmedabad,Ahmedabad,1,0,0,2.5913055913055913,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX131062,C10891,1905.3,2026-08-05 05:55:12,2436.19,173,73,D20891,337,0,Hyderabad,Hyderabad,1,0,0,0.782081857326399,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX110114,C10136,541.22,2026-08-05 05:55:40,570.64,124,626,D40735,9,1,Delhi,Delhi,3,0,0,0.9484438525164728,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX128069,C11021,13903.73,2026-08-05 05:56:20,10169.24,251,102,D21021,123,0,Ahmedabad,Bengaluru,1,0,0,1.3672339329192742,1,0,0,0,Debit Card,Entertainment,0,1,0,0,0,1,0,0,0,0
TX145736,C10967,2062.19,2026-08-05 05:56:40,3797.64,58,127,D20967,236,0,Mumbai,Bengaluru,2,0,0,0.5430188222159026,1,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX134474,C10122,565.33,2026-08-05 05:57:07,796.67,103,967,D20122,250,0,Kolkata,Kolkata,3,0,0,0.7096162777561601,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX120972,C11171,2890.18,2026-08-05 05:57:17,3045.28,146,967,D21171,222,0,Mumbai,Mumbai,1,0,0,0.9490687227447064,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX143136,C10686,1613.89,2026-08-05 06:00:31,2206.43,145,371,D20686,312,0,Ahmedabad,Ahmedabad,1,0,0,0.7314485390427071,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX111469,C10163,1275.69,2026-08-05 06:03:18,1357.95,28,48,D52292,5,1,Mumbai,Mumbai,2,0,0,0.9394233955594831,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX120538,C10256,3468.86,2026-08-05 06:04:01,3329.6,47,148,D20256,103,0,Ahmedabad,Ahmedabad,1,0,0,1.0418248438250841,0,0,0,0,Debit Card,Retail,0,1,0,0,0,0,0,1,0,0
TX113339,C10841,2679.68,2026-08-05 06:04:20,1610.46,99,112,D20841,83,0,Mumbai,Mumbai,2,0,0,1.6639221092110328,0,0,0,0,Credit Card,Services,1,0,0,0,0,0,0,0,1,0
TX100372,C11297,5044.4,2026-08-05 06:06:36,4812.09,238,988,D21297,77,0,Mumbai,Mumbai,1,1,0,1.0482763206839438,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX107810,C10036,2534.38,2026-08-05 06:06:51,2542.44,216,1048,D20036,339,0,Ahmedabad,Ahmedabad,1,0,0,0.9968298170261639,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX120204,C10401,823.82,2026-08-05 06:06:58,1001.34,169,790,D20401,161,0,Mumbai,Hyderabad,1,0,0,0.8227175584716481,1,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX115348,C11289,2564.65,2026-08-05 06:10:25,4373.02,185,539,D21289,68,0,Hyderabad,Hyderabad,1,0,0,0.5864711343648097,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX133984,C10593,1184.93,2026-08-05 06:12:02,1060.72,115,455,D20593,312,0,Pune,Pune,1,0,0,1.1170997058601704,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX113541,C11027,1428.95,2026-08-05 06:12:40,1346.32,150,19,D21027,322,0,Bengaluru,Bengaluru,1,0,0,1.061374710321469,0,0,0,1,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX102393,C11322,1684.15,2026-08-05 06:13:16,1186.16,64,858,D21322,43,0,Ahmedabad,Ahmedabad,3,1,0,1.419833749241249,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX125523,C10258,7815.85,2026-08-05 06:14:34,1731.15,19,270,D47090,0,1,Chennai,Mumbai,6,2,1,4.514831181584496,1,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX134675,C10029,793.32,2026-08-05 06:15:49,730.79,240,1027,D20029,329,0,Mumbai,Mumbai,2,0,0,1.085564936575487,0,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX102435,C10587,5268.34,2026-08-05 06:17:49,6862.77,59,76,D20587,34,0,Hyderabad,Hyderabad,2,0,0,0.7676696144559704,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX149936,C11239,1831.41,2026-08-05 06:18:39,3109.3,70,392,D21239,242,0,Bengaluru,Bengaluru,1,0,0,0.5890103881902679,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX125548,C11046,1271.66,2026-08-05 06:19:09,2348.57,289,49,D21046,55,0,Ahmedabad,Ahmedabad,1,0,0,0.5414613999156934,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX114008,C10697,829.82,2026-08-05 06:19:48,899.61,120,1165,D20697,182,0,Chennai,Chennai,1,0,0,0.922421938395527,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX114468,C11350,4241.33,2026-08-05 06:20:59,4705.66,19,161,D21350,108,0,Mumbai,Hyderabad,1,0,0,0.9013252126162962,1,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX120299,C11224,2770.56,2026-08-05 06:23:04,1419.59,105,837,D21224,302,0,Delhi,Delhi,1,0,0,1.951662099620313,0,0,0,0,Debit Card,Services,0,1,0,0,0,0,0,0,1,0
TX135112,C10713,1804.92,2026-08-05 06:24:31,1247.74,260,485,D20713,335,0,Pune,Pune,2,0,0,1.4465513648676809,0,0,0,0,Debit Card,Retail,0,1,0,0,0,0,0,1,0,0
TX103780,C10765,541.23,2026-08-05 06:25:03,954.95,138,1024,D20765,42,0,Chennai,Chennai,1,0,0,0.5667626577307713,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX121670,C10153,14954.18,2026-08-05 06:25:20,17013.25,131,1166,D20153,252,0,Mumbai,Bengaluru,1,0,0,0.8789725655004188,1,0,0,0,Debit Card,Travel,0,1,0,0,0,0,0,0,0,1
TX134876,C10503,926.39,2026-08-05 06:26:37,1622.54,37,75,D20503,153,0,Kolkata,Kolkata,1,0,0,0.5709504850419712,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX109731,C10976,1147.12,2026-08-05 06:29:01,1432.86,113,707,D20976,307,0,Kolkata,Kolkata,1,0,0,0.800580656868082,0,0,0,0,Credit Card,Entertainment,1,0,0,0,0,1,0,0,0,0
TX116250,C11171,3845.56,2026-08-05 06:29:31,3045.28,146,967,D21171,171,0,Mumbai,Mumbai,2,0,0,1.2627935690642567,0,0,0,0,Credit Card,Food & Beverage,1,0,0,0,0,0,1,0,0,0
TX104249,C10787,1726.31,2026-08-05 06:30:15,1076.68,210,133,D20787,194,0,Pune,Pune,1,0,0,1.6033640450273061,0,0,0,0,Net Banking,Retail,0,0,1,0,0,0,0,1,0,0
TX140984,C11451,2724.23,2026-08-05 06:30:50,1734.35,240,1020,D21451,94,0,Bengaluru,Bengaluru,1,0,0,1.570749848646467,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX115847,C10762,3472.28,2026-08-05 06:30:58,2703.1,277,395,D20762,130,0,Pune,Ahmedabad,2,0,0,1.284554770448744,1,0,0,0,Net Banking,Electronics,0,0,1,0,1,0,0,0,0,0
TX113302,C10942,2723.3,2026-08-05 06:32:06,1128.61,163,1129,D20942,137,0,Pune,Pune,1,1,0,2.4129681643791923,0,0,0,0,Credit Card,Travel,1,0,0,0,0,0,0,0,0,1
TX121686,C11131,2284.2,2026-08-05 06:34:24,3210.15,103,648,D21131,348,0,Pune,Pune,1,0,0,0.711555534788094,0,0,0,0,Net Banking,Entertainment,0,0,1,0,0,1,0,0,0,0
TX149702,C10732,2470.54,2026-08-05 06:34:37,3400.38,30,205,D20732,110,0,Delhi,Delhi,1,0,0,0.7265482093177821,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX119586,C11154,7023.66,2026-08-05 06:35:08,9661.04,45,631,D21154,304,0,Pune,Pune,1,0,0,0.7270086864354147,0,0,0,0,Debit Card,Entertainment,0,1,0,0,0,1,0,0,0,0
TX126920,C11193,3890.14,2026-08-05 06:35:12,2660.74,29,230,D21193,87,0,Pune,Pune,1,0,0,1.4620519103707992,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX136363,C11007,6444.04,2026-08-05 06:35:26,6066.97,249,340,D21007,223,0,Chennai,Chennai,1,0,0,1.0621512880399935,0,0,0,0,Net Banking,Food & Beverage,0,0,1,0,0,0,1,0,0,0
TX145502,C11396,4634.28,2026-08-05 06:36:10,10331.22,297,1197,D21396,136,0,Chennai,Chennai,1,0,0,0.44857044956936354,0,0,0,0,UPI,Electronics,0,0,0,1,1,0,0,0,0,0
TX141936,C11413,8292.27,2026-08-05 06:37:44,11998.91,223,463,D21413,102,0,Kolkata,Kolkata,1,0,0,0.6910852735790168,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX135458,C11027,787.34,2026-08-05 06:38:29,1346.32,150,19,D21027,356,0,Bengaluru,Bengaluru,1,0,0,0.5848089607225623,0,0,0,1,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX126320,C10801,788.37,2026-08-05 06:38:37,554.51,215,1096,D20801,233,0,Bengaluru,Bengaluru,1,0,0,1.4217417179131124,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX127500,C10899,2192.79,2026-08-05 06:40:26,2717.22,225,416,D98335,6,1,Pune,Pune,2,0,0,0.8069975931282709,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX131494,C10010,2841.14,2026-08-05 06:40:51,2386.37,144,30,D20010,190,0,Bengaluru,Bengaluru,1,0,0,1.1905697775282122,0,0,0,0,Debit Card,Electronics,0,1,0,0,1,0,0,0,0,0
TX146124,C10041,1271.14,2026-08-05 06:41:30,1279.42,169,1119,D20041,195,0,Kolkata,Kolkata,1,0,0,0.9935283175188757,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX123259,C10832,1411.31,2026-08-05 06:44:05,842.95,99,350,D20832,285,0,Bengaluru,Bengaluru,1,0,0,1.6742511418233583,0,0,0,0,UPI,Travel,0,0,0,1,0,0,0,0,0,1
TX129657,C10693,3590.74,2026-08-05 06:45:05,4793.76,63,1045,D20693,221,0,Ahmedabad,Ahmedabad,1,0,0,0.7490445913020259,0,0,0,0,UPI,Retail,0,0,0,1,0,0,0,1,0,0
TX115394,C10887,835.95,2026-08-05 06:45:06,989.4,148,1005,D20887,110,0,Ahmedabad,Ahmedabad,1,0,0,0.8449060036385689,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX106495,C11151,3229.15,2026-08-05 06:45:23,2918.14,162,286,D21151,204,0,Chennai,Chennai,1,0,0,1.106578162802333,0,0,0,0,Debit Card,Electronics,0,1,0,0,1,0,0,0,0,0
TX137003,C10107,1206.59,2026-08-05 06:45:51,1450.48,117,14,D20107,53,0,Mumbai,Mumbai,1,1,0,0.8318556615740995,0,0,0,1,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX141692,C11400,1759.49,2026-08-05 06:46:16,1245.73,246,780,D21400,167,0,Mumbai,Mumbai,1,0,0,1.4124168158429193,0,0,0,0,Debit Card,Travel,0,1,0,0,0,0,0,0,0,1
TX141107,C10399,2415.77,2026-08-05 06:46:54,3228.5,250,428,D20399,69,0,Delhi,Delhi,1,0,0,0.7482638996437975,0,0,0,0,UPI,Food & Beverage,0,0,0,1,0,0,1,0,0,0
TX137717,C11018,1138.25,2026-08-05 06:47:16,1029.04,17,487,D21018,123,0,Hyderabad,Hyderabad,1,0,0,1.106128041669906,0,0,0,0,UPI,Services,0,0,0,1,0,0,0,0,1,0
TX134370,C10770,2211.38,2026-08-05 06:47:32,2122.62,30,679,D20770,129,0,Kolkata,Ahmedabad,1,1,0,1.0418162459601814,1,0,0,0,Credit Card,Retail,1,0,0,0,0,0,0,1,0,0
TX116245,C10137,3129.82,2026-08-05 06:49:14,2555.76,123,1108,D20137,176,0,Ahmedabad,Ahmedabad,1,0,0,1.2246142047766613,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
TX112204,C11228,9013.78,2026-08-05 06:50:14,5525.35,265,697,D21228,232,0,Ahmedabad,Ahmedabad,1,0,0,1.631350050223063,0,0,0,0,UPI,Entertainment,0,0,0,1,0,1,0,0,0,0
